Sample_ID,Date_Collected,Collected_By,Country,State,City,Subway/Bus/Station,Description,Line(Station Only),Average_Ridership,Latitude,Longitude,Object_Swabbed,Surface_Material,Temperature ℃,Collection_Time,,,
CSD16/OFA/148,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,Water tank,Metal,,2:27:00 PM,,,
CSD16-OFA-009,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,,Stainless Steel,,2:27:00 PM,,,
CSD16-OFA-146,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,Machine,Metal,,2:29:00 PM,,,
CSD16-OFA-069,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,,Plastic,,2:29:00 PM,,,
CSD16-OFA-067,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1556609,4.7244244,,Wood,,2:29:00 PM,,,
CSD16-OFA-033,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,,Plastic,,2:31:00 PM,,,
CSD16-OFA-035,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,,Metal,,2:31:00 PM,,,
CSD16-OFA - 005,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,Railway power house door ,Stainless Steel,,2:32:00 PM,,,
CDS16-OFA-004,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,,Wood,,2:33:00 PM,,,
CSD16-OFA-037,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,,Metal,,2:33:00 PM,,,
CSD16-OFA-059,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.154855,4.7263683,,Wood,,2:42:00 PM,,,
CSD16-OFA-058,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.15485,4.726465,,Wood,,2:42:00 PM,,,
CSD16-OFA-091,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561883,4.7266,Table,Wood,,2:44:00 PM,,,
CSD16-OFA-093,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1557831,4.7233875,Kitchen,Metal,,2:44:00 PM,,,
CSD16-OFA-109,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1559833,4.7261233,Wall,Other,,2:45:00 PM,,,
CSD16-OFA-107,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1557166,4.726465,Bell,Metal,,2:45:00 PM,,,
CSD16-OFA-166,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1563366,4.726155,Metal ,Metal,,2:45:00 PM,,,
CSD16-OFA-043,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1549249,4.7264266,,Rubber,,2:46:00 PM,,,
CSD16-OFA-108,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1559783,4.7261416,Bench,Wood,,2:47:00 PM,,,
CSD16-OFA-041,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,Fan Switch,Plastic,,2:32:00 PM,,,
CSD16-OFA-089,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1540956,4.7220942,,Leather,,2:44:00 PM,,,
CSD16-OFA-106,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1560266,4.7260766,Fan,Metal,,2:47:00 PM,,,
CSD16-OFA-097,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1557831,4.7233875,Kitchen,Metal,,2:49:00 PM,,,
CSD16-OFA-090,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.155775,4.7267916,Chair,Plastic,,2:49:00 PM,,,
CSD16-OFA-031,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,,Wood,,2:32:00 PM,,,
CSD16-OFA040,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,,Wood,,2:32:00 PM,,,
CSD16-OFA - 029,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,First class waiting room refrigerator ,Metal,,2:34:00 PM,,,
CSD-OFA-060,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548633,4.7264466,,Metal,,2:43:00 PM,,,
CSD16-OFA-048,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.154785,4.7264233,,Glass,,2:43:00 PM,,,
CSD16-OFA,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1540956,4.7220942,,Glass,,2:44:00 PM,,,
CSD16-OFA-095,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1557831,4.7233875,Table,Wood,,2:44:00 PM,,,
CSD16-OFA-051,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548316,4.7264349,,Metal,,2:44:00 PM,,,
CSD16-OFA-103,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.15507,4.7263783,Metal rod,Metal,,2:45:00 PM,,,
CSD-OFA-055,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548233,4.7263633,,Tile,,2:46:00 PM,,,
CSD16-OFA-045,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1551033,4.7263483,,Wood,,2:49:00 PM,,,
CSD16-OFA-061,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1545816,4.7265133,,Metal,,2:49:00 PM,,,
CSD16-OFA-088,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1557831,4.7233875,Shelf,Wood,,2:49:00 PM,,,
CSD16-OFA-098,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1557831,4.7233875,,Metal,,2:50:00 PM,,,
CSD16-OFA - 038,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,The railway power house ,Metal,,2:32:00 PM,,,
CSD16-OFA - 025,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,,Metal,,2:32:00 PM,,,
CSD16-OFA - 001,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,Railway storage tank ,Plastic,,2:32:00 PM,,,
CSD16-OFA - 030,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,Railway Fuel pipe,Rubber,,2:33:00 PM,,,
CSD16-OFA - 002,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,Railway storage tank,Metal,,2:34:00 PM,,,
CSD16-OFA-042,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,Ceiling fan (First Class Waiting Room) ,Metal,,2:34:00 PM,,,
CSD16-OFA-039,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,,Metal,,2:34:00 PM,,,
CSD16-OFA - 027,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,Railway cable(power house) ,Other,,2:34:00 PM,,,
CSD16-OFA-036,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,Air Conditioner ,Plastic,,2:34:00 PM,,,
CSD16-OFA-051,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548316,4.7264349,,Metal,,2:43:00 PM,,,
CSD16-OFA-066,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1549916,4.7264916,,Rubber,,2:43:00 PM,,,
CSD16-OFA-063,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.154855,4.7264883,,Metal,,2:44:00 PM,,,
CSD16-OFA-061,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.154815,4.7265,,Other,,2:44:00 PM,,,
CSD16-OFA-165,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1564883,4.7260516,Metal ,Metal,,2:47:00 PM,,,
CSD16-OFA-065,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1545849,4.726505,Table,Wood,,2:48:00 PM,,,
CSD16-OFA-079,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1545616,4.72644,Fan,Rubber,,2:48:00 PM,,,
CSD16-OFA-092,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1557831,4.7233875,Table,Wood,,2:49:00 PM,,,
CSD16-OFA-043,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1549249,4.7264266,,Rubber,,2:49:00 PM,,,
CSD16-OFA-131,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1564,4.7260316,Metal,Metal,,2:50:00 PM,,,
CSD16-OFA-096,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1540956,4.7220942,,Leather,,2:50:00 PM,,,
CSD16-OFA-079,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1545616,4.72644,Fan,Rubber,,2:50:00 PM,,,
CSD16-OFA-097,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1557831,4.7233875,Kitchen,Metal,,2:50:00 PM,,,
CSD16-OFA-088,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1557831,4.7233875,Shelf,Wood,,2:50:00 PM,,,
CSD16-OFA-047,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1549666,4.7264849,,Metal,,2:50:00 PM,,,
CSD16-OFA-114,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1544361,4.7220942,Fan,Rubber,,2:56:00 PM,,,
CSD16-OFA-136,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,,Wood,,3:04:00 PM,,,
CSD16-OFA-156,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,Clock,Other,,3:05:00 PM,,,
CSD16-OFA-112,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,Speed regulator,Other,,3:06:00 PM,,,
CSD16-OFA-123,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,Hand,Other,,3:08:00 PM,,,
CSD16-OFA - 028,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,Railway wall pipe,Ceramic,,2:33:00 PM,,,
CSD16-OFA - 006,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,Railway station (entrance door) ,Metal,,2:33:00 PM,,,
CSD16-OFA - 034,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,,Concrete,,2:33:00 PM,,,
CSD16-OFA - 026,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,Power house entrance door,Glass,,2:34:00 PM,,,
CSD16-OFA - 003,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546533,4.7268267,Railway work path,Concrete,,2:34:00 PM,,,
CSD16-OFA-059,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.154855,4.7263683,,Wood,,2:42:00 PM,,,
CSD16-OFA-056,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548016,4.726405,,Metal,,2:43:00 PM,,,
CSD16-OFA-057,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548783,4.7263016,,Metal,,2:43:00 PM,,,
CSD16-OFA-054,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548483,4.7265083,,Glass,,2:43:00 PM,,,
CSD16-OFA-053,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548533,4.7265483,,Tile,,2:43:00 PM,,,
CSD16-OFA-044,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1549016,4.726445,,Metal,,2:43:00 PM,,,
CSD-OFA-055,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548233,4.7263633,,Tile,,2:43:00 PM,,,
CSD16-OFA-046,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548266,4.7264616,,Other,,2:43:00 PM,,,
CSD16-OFA-054,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548483,4.7265083,,Glass,,2:43:00 PM,,,
CSD16-OFA-065,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1545849,4.726505,Table,Wood,,2:44:00 PM,,,
CSD16-OFA-080,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546299,4.726405,,Wood,,2:44:00 PM,,,
CSD16-OFA-082,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1546283,4.7264433,Freezer,Rubber,,2:44:00 PM,,,
CSD16-OFA-053,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548533,4.7265483,,Tile,,2:44:00 PM,,,
CSD16-OFA-098,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1557831,4.7233875,,Metal,,2:44:00 PM,,,
CSD16-OFA-100,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1540956,4.7220942,Table,Metal,,2:44:00 PM,,,
CSD16-OFA-102,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1551266,4.726305,,Metal,,2:45:00 PM,,,
CSD16-OFA-104,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1550933,4.7264433,,Metal,,2:45:00 PM,,,
CSD16-OFA-044,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1549016,4.726445,,Metal,,2:45:00 PM,,,
CSD16-OFA-049,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.154855,4.7265566,,Glass,,2:46:00 PM,,,
CSD16-OFA-050,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548483,4.7263633,,Wood,,2:46:00 PM,,,
CSD16-OFA-052,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1549316,4.7265016,,Wood,,2:46:00 PM,,,
CSD16-OFA-046,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548266,4.7264616,,Other,,2:46:00 PM,,,
CSD16-OFA-056,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548016,4.726405,,Metal,,2:46:00 PM,,,
CSD16-OFA-101,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1547799,4.726365,,Metal,,2:46:00 PM,,,
CSD16-OFA-061,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.154815,4.7265,,Other,,2:47:00 PM,,,
CSD16-OFA-063,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.154855,4.7264883,,Metal,,2:48:00 PM,,,
CSD16-OFA-062,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.154885,4.7264683,,Rubber,,2:48:00 PM,,,
CSD16-OFA-092,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1557831,4.7233875,Table,Wood,,2:48:00 PM,,,
CSD16-OFA-081,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.154615,4.72644,Tap,Metal,,2:49:00 PM,,,
CSD16-OFA-099,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1557831,4.7233875,,Metal,,2:49:00 PM,,,
CSD16-OFA-160,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1564433,4.7261733,Metal ,Metal,,2:49:00 PM,,,
CSD16-OFA-090,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.155775,4.7267916,Chair,Plastic,,2:49:00 PM,,,
CSD16-OFA-134,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,,Metal,,3:07:00 PM,,,
CSD16-OFA-081,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.154615,4.72644,Tap,Metal,,2:49:00 PM,,,
CSD16-OFA-096,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1540956,4.7220942,,Leather,,2:50:00 PM,,,
CSD16-OFA-099,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1557831,4.7233875,,Metal,,2:55:00 PM,,,
CSD16-OFA-112,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.15708,4.7262983,Ceramic ,Ceramic,,2:55:00 PM,,,
CSD16-OFA-164,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,Iron,Other,,2:55:00 PM,,,
CSD16-OFA-151,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1557831,4.7233875,,Plastic,,2:56:00 PM,,,
CSD16-OFA-162,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,,Metal,,2:56:00 PM,,,
CSD16-OFA-133,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1548991,4.7254024,Bucket,Other,,2:57:00 PM,,,
CSD16-OFA-121,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1569666,4.7259016,Hand,Other,,3:03:00 PM,,,
CSD16-OFA-135,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,,Wood,,3:06:00 PM,,,
CSD16-OFA-023,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1553809,4.7265127,,Ceramic,,3:36:00 PM,,,
CSD16-OFA-157,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1569283,4.7260909,C.p.u at drawing office ,Plastic,,3:37:00 PM,,,
CSD16-OFA-021,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1553251,4.7266819,,Metal,,3:38:00 PM,,,
CSD16-OFA-101,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1547799,4.726365,,Metal,,2:56:00 PM,,,
CSD16-OFA-113,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1568499,4.7262216,,Wood,,3:00:00 PM,,,
CSD16-OFA-154,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,,Wood,,3:00:00 PM,,,
CSD16-OFA-161,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,Electric machine,Other,,3:01:00 PM,,,
CSD16-OFA-155,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,,Plastic,,3:07:00 PM,,,
CSD16-OFA-123,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1561445,4.7247807,Hand,Other,,3:08:00 PM,,,
CSD16-0FA-013,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1553974,4.7266579,,Leather,,3:35:00 PM,,,
CSD16-OFA-016,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1553373,4.7266748,,Leather,,3:35:00 PM,,,
CSD-16-OFA-018,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1553809,4.7265127,,Ceramic,,3:35:00 PM,,,
CSD16-OFA-015,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1553251,4.7266819,,Glass,,3:35:00 PM,,,
CSD16-OFA-017,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1554445,4.7267382,2nd class. Handle,Stainless Steel,,3:35:00 PM,,,
CSD16-OFA-024,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1554445,4.7267382,2nd class. Fan,Metal,,3:35:00 PM,,,
CSD16-0FA-083,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1552047,4.7267264,,Metal,,3:35:00 PM,,,
CSD16-0FA-086,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1555355,4.7266798,2nd class. Railing under train,Metal,,3:35:00 PM,,,
CSD16-OFA-094,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1552331,4.7265007,2nd class train.electricity gadget,Metal,,3:35:00 PM,,,
CSD16-0FA-130,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1563432,4.7261647,Railyway work bench ,Metal,,3:35:00 PM,,,
CSD16-OFA-163,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.156755,4.7262308,Railyway station circular machine ,Metal,,3:35:00 PM,,,
CSD16-0FA-138,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1564595,4.7261387,Matal workshop ,,,3:35:00 PM,,,
CSD16-OFA-158,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1569403,4.7260586,Survey arrow ,Wood,,3:35:00 PM,,,
CSD16-OFA-153,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1569292,4.7260862,Drawing office at railwaystation ,,,3:35:00 PM,,,
CSD16-OFA-120,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1569203,4.726147,Hand,Other,,3:36:00 PM,,,
CSD16-OFA-116,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1569215,4.7260988,Photo frame ,Glass,,3:36:00 PM,,,
CSD16-OFA-122,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1569284,4.7261735,Hand,Other,,3:36:00 PM,,,
CSD16-OFA-117,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1569971,4.7261581,,Other,,3:36:00 PM,,,
CSD16-OFA-019,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1553822,4.7266328,,Stainless Steel,,3:36:00 PM,,,
CSD16-OFA-020,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1554445,4.7267382,"2nd class, entrance",Metal,,3:36:00 PM,,,
CSD16-0FA-132,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.156366,4.7260872,Railyway table ,Wood,,3:36:00 PM,,,
CSD16-OFA-137,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1565114,4.72617,Vice machine,Metal,,3:36:00 PM,,,
CSD16-OFA-159,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1569813,4.7261451,Printer in drawing office at railwaystation,Plastic,,3:36:00 PM,,,
CSD16-OFA-119,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1569087,4.7262119,Hand palm,Other,,3:36:00 PM,,,
CSD16-OFA-085,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1555076,4.7266784,2nd class. Train Step ,Metal,,3:37:00 PM,,,
CSD16-OFA-118,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1569314,4.7261942,Hand,Other,,3:37:00 PM,,,
CSD16-OFA-022,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1554445,4.7267382,2nd class. Toilet,Metal,,3:37:00 PM,,,
CSD16-OFA-111,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1569267,4.7262364,Hand ,Other,,3:36:00 PM,,,
CSD16-OFA-021,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1553251,4.7266819,,Metal,,3:36:00 PM,,,
CSD16-OFA-022,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1554445,4.7267382,2nd class. Toilet,Metal,,3:37:00 PM,,,
CSD16-OFA-150,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1568674,4.7261031,Head of civil engineer office ,Wood,,3:37:00 PM,,,
CSD16-OFA-150,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1568674,4.7261031,Head of civil engineer office ,Wood,,3:37:00 PM,,,
CSD16-OFA-014,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1547633,4.7264703,,Wood,,3:36:00 PM,,,
CSD16-OFA-085,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1555076,4.7266784,2nd class. Train Step ,Metal,,3:37:00 PM,,,
CSD16-OFA-084,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1555355,4.7267012,2nd class. Body,Ceramic,,3:37:00 PM,,,
CSD16-OFA-139,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1563377,4.726238,Engineering G-clamp,Metal,,3:37:00 PM,,,
CSD16-OFA-014,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1547633,4.7264703,,Wood,,3:37:00 PM,,,
CSD16-OFA-118,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1569314,4.7261942,Hand,Other,,3:37:00 PM,,,
CSD16-OFA-084,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1555355,4.7267012,2nd class. Body,Ceramic,,3:45:00 PM,,,
CSD16-OFA-157,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1569283,4.7260909,C.p.u at drawing office ,Plastic,,3:37:00 PM,,,
CSD16-OFA-139,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1563377,4.726238,Engineering G-clamp,Metal,,3:37:00 PM,,,
CSD16-OFA-084,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1555355,4.7267012,2nd class. Body,Ceramic,,9:04:00 PM,,,
CSD16-OFA-084,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1555355,4.7267012,2nd class. Body,Ceramic,,9:40:00 PM,,,
CSD16-OFA-084,6/21/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1555355,4.7267012,2nd class. Body,Ceramic,,9:40:00 PM,,,
CSD16-OFA-084,6/22/16,,Nigeria,Kwara,ilorin,sub_line,Offa railway station,,,8.1555355,4.7267012,2nd class. Body,Ceramic,,7:26:00 AM,,,
CSD16-ILR-008,6/22/16,,Nigeria,Kwara,ilorin,sub_line,Ilorin Railway Station,,,8.48483,4.563083333,Door railings,Metal,,9:11:00 AM,,,
CSD16-ILR-101,6/22/16,,Nigeria,Kwara,ilorin,sub_line,Ilorin Railway Station,,,8.4846164,4.5630227,Sink,Metal,,9:21:00 AM,,,
